Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Profit Status,Sales Category
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.91,3.00,0.70,-2.03,-70.00,Loss,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Bookcases,556.67,5.00,0.15,6.55,1.18,Profit,High Sales
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,71.98,2.00,0.00,15.12,21.00,Profit,Low Sales
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,79.98,2.00,0.00,26.39,33.00,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,24.67,4.00,0.20,7.71,31.25,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,3.74,1.00,0.20,1.31,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,445.96,5.00,0.20,55.75,12.50,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,36.24,1.00,0.00,15.22,42.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,10.65,3.00,0.00,5.01,47.00,Profit,Low Sales
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,87.92,4.00,0.00,40.44,46.00,Profit,Low Sales
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,22.42,1.00,0.20,8.41,37.50,Profit,Low Sales
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,90.48,3.00,0.20,33.93,37.50,Profit,Low Sales
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,42.76,1.00,0.00,11.12,26.00,Profit,Low Sales
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Office Supplies,Binders,10.08,7.00,0.20,3.53,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Technology,Accessories,101.34,3.00,0.00,8.11,8.00,Profit,Low Sales
First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,224.75,5.00,0.00,62.93,28.00,Profit,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,73.18,6.00,0.80,-197.58,-270.00,Loss,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,20.74,4.00,0.20,7.26,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,39.98,2.00,0.20,-9.00,-22.50,Loss,Low Sales
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,15.36,2.00,0.00,7.68,50.00,Profit,Low Sales
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,36.29,7.00,0.20,12.70,35.00,Profit,Low Sales
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,150.38,2.00,0.20,15.04,10.00,Profit,Low Sales
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,280.78,3.00,0.40,-60.84,-21.67,Loss,Low Sales
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.98,2.00,0.20,1.20,3.75,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,11.23,3.00,0.20,3.93,35.00,Profit,Low Sales
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,26.40,5.00,0.00,11.88,45.00,Profit,Low Sales
Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.52,2.00,0.00,1.02,29.00,Profit,Low Sales
First Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1649.95,5.00,0.00,659.98,40.00,Profit,High Sales
First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,111.90,6.00,0.00,51.47,46.00,Profit,Low Sales
Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,599.17,5.00,0.15,35.25,5.88,Profit,High Sales
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,46.53,3.00,0.00,12.10,26.00,Profit,Low Sales
First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,31.98,2.00,0.20,2.00,6.25,Profit,Low Sales
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,161.57,2.00,0.20,16.16,10.00,Profit,Low Sales
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,4.06,1.00,0.20,1.37,33.75,Profit,Low Sales
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.22,4.00,0.70,-4.97,-80.00,Loss,Low Sales
Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,8.90,4.00,0.20,0.67,7.50,Profit,Low Sales
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,1640.70,5.00,0.00,459.40,28.00,Profit,High Sales
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,270.00,3.00,0.00,97.20,36.00,Profit,Low Sales
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,19.52,2.00,0.20,5.37,27.50,Profit,Low Sales
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.81,5.00,0.70,-6.87,-70.00,Loss,Low Sales
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,213.22,3.00,0.20,15.99,7.50,Profit,Low Sales
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,588.78,2.00,0.20,184.00,31.25,Profit,High Sales
Second Class,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,2.06,1.00,0.20,0.15,7.50,Profit,Low Sales
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,6.37,2.00,0.20,2.39,37.50,Profit,Low Sales
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,99.60,1.00,0.00,36.85,37.00,Profit,Low Sales
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,62.30,13.00,0.20,21.02,33.75,Profit,Low Sales
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,10.71,3.00,0.00,2.78,26.00,Profit,Low Sales
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,20.94,1.00,0.20,7.07,33.75,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,33.00,6.00,0.00,8.25,25.00,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,249.95,5.00,0.00,87.48,35.00,Profit,Low Sales
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,357.93,3.00,0.00,7.16,2.00,Profit,Low Sales
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,57.40,5.00,0.00,10.91,19.00,Profit,Low Sales
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,331.96,2.00,0.00,149.38,45.00,Profit,Low Sales
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,40.56,2.00,0.00,12.98,32.00,Profit,Low Sales
Standard Class,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,86.20,5.00,0.00,25.00,29.00,Profit,Low Sales
Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.02,6.00,0.20,13.78,36.25,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,8.38,1.00,0.20,0.73,8.75,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,6.85,2.00,0.20,0.77,11.25,Profit,Low Sales
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,19.60,5.00,0.00,9.60,49.00,Profit,Low Sales
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,68.46,2.00,0.00,20.54,30.00,Profit,Low Sales
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,13.34,6.00,0.20,4.34,32.50,Profit,Low Sales
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,1478.27,8.00,0.20,92.39,6.25,Profit,High Sales
Standard Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Storage,16.27,1.00,0.20,-3.86,-23.75,Loss,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,9.24,3.00,0.00,4.44,48.00,Profit,Low Sales
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,32.34,10.00,0.70,-23.72,-73.33,Loss,Low Sales
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,56.06,4.00,0.20,19.62,35.00,Profit,Low Sales
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,108.72,5.00,0.20,36.69,33.75,Profit,Low Sales
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,181.47,5.00,0.70,-320.60,-176.67,Loss,Low Sales
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.18,3.00,0.20,6.07,37.50,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,122.35,3.00,0.20,13.76,11.25,Profit,Low Sales
First Class,Home Office,United States,San Diego,California,92105,West,Furniture,Chairs,585.55,3.00,0.20,73.19,12.50,Profit,High Sales
First Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,19.44,3.00,0.00,9.33,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,123.92,5.00,0.20,9.29,7.50,Profit,Low Sales
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,13.36,5.00,0.20,4.01,30.00,Profit,Low Sales
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Office Supplies,Storage,78.26,2.00,0.20,-17.61,-22.50,Loss,Low Sales
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Bookcases,102.02,7.00,0.70,-183.63,-180.00,Loss,Low Sales
Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.68,2.00,0.00,37.53,5.00,Profit,High Sales
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.40,3.00,0.00,22.20,50.00,Profit,Low Sales
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,84.55,5.00,0.00,22.83,27.00,Profit,Low Sales
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,17.94,3.00,0.00,8.79,49.00,Profit,Low Sales
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,128.40,3.00,0.00,62.92,49.00,Profit,Low Sales
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,1.87,1.00,0.70,-1.31,-70.00,Loss,Low Sales
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,103.19,1.00,0.20,11.61,11.25,Profit,Low Sales
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,36.00,2.00,0.00,6.48,18.00,Profit,Low Sales
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,239.96,4.00,0.00,115.18,48.00,Profit,Low Sales
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,40.68,2.00,0.00,0.41,1.00,Profit,Low Sales
Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,419.14,4.00,0.20,-68.11,-16.25,Loss,Low Sales
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,23.47,3.00,0.20,7.63,32.50,Profit,Low Sales
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.59,4.00,0.80,-6.29,-175.00,Loss,Low Sales
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,23.98,3.00,0.20,-5.69,-23.75,Loss,Low Sales
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,6.26,3.00,0.20,2.04,32.50,Profit,Low Sales
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Appliances,20.81,3.00,0.20,1.82,8.75,Profit,Low Sales
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,218.35,3.00,0.20,-19.11,-8.75,Loss,Low Sales
First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,18.16,2.00,0.20,1.82,10.00,Profit,Low Sales
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,7.36,2.00,0.00,0.15,2.00,Profit,Low Sales
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.40,4.00,0.00,19.87,48.00,Profit,Low Sales
Same Day,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,411.33,4.00,0.15,-4.84,-1.18,Loss,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,7.66,4.00,0.70,-6.12,-80.00,Loss,Low Sales
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,63.92,2.00,0.20,19.18,30.00,Profit,Low Sales
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.56,2.00,0.00,1.90,29.00,Profit,Low Sales
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,7.83,3.00,0.00,3.60,46.00,Profit,Low Sales
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,41.90,2.00,0.00,8.80,21.00,Profit,Low Sales
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.15,6.00,0.10,88.55,13.33,Profit,High Sales
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.96,2.00,0.00,4.39,49.00,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,3.31,1.00,0.20,0.66,20.00,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,20.14,3.00,0.20,1.26,6.25,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,8.86,3.00,0.20,2.88,32.50,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,859.20,4.00,0.40,-186.16,-21.67,Loss,High Sales
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,61.96,2.00,0.00,27.88,45.00,Profit,Low Sales
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,17.92,4.00,0.00,8.60,48.00,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,145.90,5.00,0.00,62.74,43.00,Profit,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.70,2.00,0.20,19.14,33.75,Profit,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2.00,0.20,3.48,31.25,Profit,Low Sales
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,32.90,4.00,0.20,11.10,33.75,Profit,Low Sales
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,22.78,3.00,0.20,7.69,33.75,Profit,Low Sales
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,239.97,3.00,0.00,2.40,1.00,Profit,Low Sales
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,160.32,2.00,0.00,44.89,28.00,Profit,Low Sales
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,128.85,3.00,0.00,3.87,3.00,Profit,Low Sales
Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,1319.96,4.00,0.00,527.98,40.00,Profit,High Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,239.96,10.00,0.30,-10.28,-4.29,Loss,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,54.77,2.00,0.20,6.85,12.50,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,13.39,3.00,0.20,3.18,23.75,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,23.92,5.00,0.20,8.67,36.25,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,255.97,4.00,0.20,-28.80,-11.25,Loss,Low Sales
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,21.55,6.00,0.20,7.00,32.50,Profit,Low Sales
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Appliances,58.24,4.00,0.00,15.72,27.00,Profit,Low Sales
First Class,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,80.28,12.00,0.00,36.93,46.00,Profit,Low Sales
